Plaats,Volgnummer,Puntnaam,Puntnummer,Omschrijving,datum,richting vanuit,X,Y,Picture,Opmerkingen,Personen,Voertuigen,Nakijken
's-Gravenhage,32,'s-Gravenhage 41,300…,Geref. Laakkerk,12568,Z,82050.46,453099.72,%2527s-Gravenhage%252032.jpg,Isingstraat,,,
's-Gravenhage,33,'s-Gravenhage 42,300…,R.K.K. Wassenaarscheweg 's-Gravenhage,12550,Z,81887.79,456560.68,%2527s-Gravenhage%252033.jpg,,,,
's-Gravenhage,34,,309410,HTM geb.Markenseplein Den Haag,1989,,77227.94,456095,%2527s-Gravenhage%252034.jpg,,,,
's-Gravenhage,35,,309410,HTM geb.Markenseplein Den Haag,1989,,77227.94,456095,%2527s-Gravenhage%252035.jpg,,,,
's-Gravenhage,36,'s-Gravenhage 1,300202,H.K. St.Jacobstoren,3559,Z,80922.81,454893.9,%2527s-Gravenhage%252036.jpg,,,,
's-Gravenhage,37,'s-Gravenhage 35,309303,R.K.K. Wenckebachstraat,12556,W,79961.01,453483.65,%2527s-Gravenhage%252037.jpg,,,,
's-Gravenhage,38,'s-Gravenhage 60,300309,H.K. Duinzicht Den Haag,12905,Z,81649.26,457449.25,%2527s-Gravenhage%252038.jpg,Van Hogenhoucklaan,,,
's-Gravenhage,39,'s-Gravenhage 50,309…,Ger. Valkenboschkerk,12571,W,78885.12,453945.88,%2527s-Gravenhage%252039.jpg,Zuiderparklaan,,,
's-Gravenhage,40,'s-Gravenhage 48,300…,Gebouw BPM 's-Gravenhage,12554,Z,81391.28,456703.85,%2527s-Gravenhage%252040.jpg,,,,
's-Gravenhage,41,'s-Gravenhage 49,300…,Kapel Huize 'Katwijk',12553,O,81227.01,457127.35,%2527s-Gravenhage%252041.jpg,,,,
's-Gravenmoer,1,'s-Gravenmoer 2,440307,H.K. 's-Gravenmoer,12966,N,123939.42,407767.8,%2527s-Gravenmoer%252001.jpg,,,,
's-Gravenmoer,2,'s-Gravenmoer 2,440307,H.K. 's-Gravenmoer,12966,NW,123939.42,407767.8,%2527s-Gravenmoer%252002.jpg,,,,
's-Gravenpolder,1,'s-Gravenpolder 2,480329,H.K. 's-Gravenpolder,19511,,51553.67,386448.55,%2527s-Gravenpolder%252001.jpg,,,,
's-Gravenpolder,2,'s-Gravenpolder 2,480329,H.K. 's-Gravenpolder,19511,N,51553.67,386448.55,%2527s-Gravenpolder%252002.jpg,,,,
's-Gravenvoeren (B),1,,629…,Steen M.G.I.,1974,,182900,308700,%2527s-Gravenvoeren%2520%28B%29%252001.jpg,Snauwenberg,,,
's-Gravenvoeren (B),2,,629…,Steen M.G.I.,1974,,182900,308700,%2527s-Gravenvoeren%2520%28B%29%252002.jpg,Snauwenberg,,,
's-Gravenzande,1,'s-Gravenzande 2,379…,G.K. 's-Gravenzande,5673,O,70934.99,446513.81,%2527s-Gravenzande%252001.jpg,,,,
's-Gravenzande,2,'s-Gravenzande 1,379321,H.K. 's-Gravenzande,5675,Z,70778.78,446907.95,%2527s-Gravenzande%252002.jpg,,,,
's-Heer Abtskerke,1,,480315,H.K. 's-Heer Abtskerke,1973,,50350.23,387945.1,%2527s-Heer%2520Abtskerke%252001.jpg,,,,
's-Heer Arendskerke,1,'s-Heer Arendskerke 8,480320,H.K. 's-Heer Arendskerke,19480,N/NW,46383.51,390360.53,%2527s-Heer%2520Arendskerke%252001.jpg,,,,
's-Heer Arendskerke,2,'s-Heer Arendskerke 13,480…,Antennemast 's-Heer Arendskerke,19603,Z,48948.63,391827.3,%2527s-Heer%2520Arendskerke%252002.jpg,,,,
's-Heer Arendskerke,3,'s-Heer Arendskerke 8,480320,H.K. 's-Heer Arendskerke,1980,,46383.51,390360.53,%2527s-Heer%2520Arendskerke%252003.jpg,,,,
's-Heer Arendskerke,4,'s-Heer Arendskerke 7,489801,Blokpost 55,19603,W,39159.05,391765.75,%2527s-Heer%2520Arendskerke%252004.jpg,,,,
's-Heer Hendrikskinderen,1,'s-Heer Arendskerke 9,480321,H.K. 's-Heer Hendrikskinderen  ,19480,W/ZW,49170.51,391430.37,%2527s-Heer%2520Hendrikskinderen%252001.jpg,,,,
's-Heer Hendrikskinderen,2,'s-Heer Arendskerke 9,480321,H.K. 's-Heer Hendrikskinderen  ,,,49170.51,391430.37,%2527s-Heer%2520Hendrikskinderen%252002.jpg,,,,
's-Heer Hendrikskinderen,3,'s-Heer Arendskerke 9,480321,H.K. 's-Heer Hendrikskinderen  ,1971,,49170.51,391430.37,%2527s-Heer%2520Hendrikskinderen%252003.jpg,,,,
's-Heerenberg,1,s-Heerenberg 1,400326,Kasteel 's-Heerenberg,1957,N,213803.55,432092.98,%2527s-Heerenberg%252001.jpg,,,,
's-Heerenberg,2,s-Heerenberg 1,400326,Kasteel 's-Heerenberg,,,213803.55,432092.98,%2527s-Heerenberg%252002.jpg,,,,
's-Heerenberg,3,s-Heerenberg 1,400326,Kasteel 's-Heerenberg,264,ZW,213803.55,432092.98,%2527s-Heerenberg%252003.jpg,,,,
's-Heerenberg,4,s-Heerenberg 2,400326,R.K.K. s-Heerenberg,1957,Z,213929.59,432178.67,%2527s-Heerenberg%252004.jpg,,,X,
's-Heerenberg,5,s-Heerenberg 2,400326,R.K.K. s-Heerenberg,1957,Z,213929.59,432178.67,%2527s-Heerenberg%252005.jpg,,,X,
's-Heerenhoek,1,,480203,R.K.K. 's-Heerenhoek,1908,,42573.98,386254.08,%2527s-Heerenhoek%252001.jpg,,,,
's-Hertogenbosch,1,,459312,Brabanthallen 's-Hertogenbosch,,,148477.82,412242.05,%2527s-Hertogenbosch%252001.jpg,,,,
's-Hertogenbosch,2,,459312,Brabanthallen 's-Hertogenbosch,,,148477.82,412242.05,%2527s-Hertogenbosch%252002.jpg,,,,
's-Hertogenbosch,3,'s-Hertogenbosch 27,459…,R.K.K. Orthen,21337,Z,148537.3,413591.69,%2527s-Hertogenbosch%252003.jpg,,,,
's-Hertogenbosch,4,'s-Hertogenbosch 1,459204,R.K.K. St. Jan,18476,Z,149505.48,411029.47,%2527s-Hertogenbosch%252004.jpg,,,,
's-Hertogenbosch,5,'s-Hertogenbosch 15,459…,Magazijnen P. de Gruyter,21337,NW,148998.5,411356.57,%2527s-Hertogenbosch%252005.jpg,Breede Haven,,,
's-Hertogenbosch,6,'s-Hertogenbosch 3,459…,Stadhuis 's-Hertogenbosch,21337,NO,149187.85,411073.92,%2527s-Hertogenbosch%252006.jpg,,,,
's-Hertogenbosch,7,'s-Hertogenbosch 21,459…,Gashouder 's-Hertogenbosch,21306,Z,148345.04,412011.96,%2527s-Hertogenbosch%252007.jpg,,,,
's-Hertogenbosch,8,'s-Hertogenbosch 4,459…,R. K. K. H. Hart van Jezus,21306,O,148767.63,411164.36,%2527s-Hertogenbosch%252008.jpg,v.d. Does de Willeboissingel,,,
's-Hertogenbosch,9,'s-Hertogenbosch 9,459…,R.K.K. H. Petrus,21337,W,149159.01,411317.15,%2527s-Hertogenbosch%252009.jpg,Achter de Tolbrug,,,
's-Hertogenbosch,10,'s-Hertogenbosch 5,459…,R.K.K. Redemptoristenkerk,21337,NW,149560.95,411291.03,%2527s-Hertogenbosch%252010.jpg,,,,
's-Hertogenbosch,11,'s-Hertogenbosch 11,459…,Klooster Mariënburg,21306,W,148877.75,411045.62,%2527s-Hertogenbosch%252011.jpg,,,,
's-Hertogenbosch,12,'s-Hertogenbosch 13,459…,R.K.K. H. Jacobus 's-Hertogenbosch,21337,N,149801.47,411025.68,%2527s-Hertogenbosch%252012.jpg,,,,
's-Hertogenbosch,13,'s-Hertogenbosch 12,459…,R.K.K. H. Leonardus,21337,W,148805.06,411620.57,%2527s-Hertogenbosch%252013.jpg,,,,
's-Hertogenbosch,14,'s-Hertogenbosch 10,459…,R.K. Kapel begraafplaats,21337,N,149345.18,412762.24,%2527s-Hertogenbosch%252014.jpg,,,,
's-Hertogenbosch,15,'s-Hertogenbosch 17,459…,Station NS 's-Hertogenbosch,1950,NW,148589.12,411300.5,%2527s-Hertogenbosch%252015.jpg,,,,
's-Hertogenbosch,16,'s-Hertogenbosch 25,459…,Voorm. Kapel Hinthamerstraat 's-Hertogenbosch,21337,W,149980.75,411053.94,%2527s-Hertogenbosch%252016.jpg,,,,
's-Hertogenbosch,17,'s-Hertogenbosch 18,459…,Rijkskantoren 's-Hertogenbosch,21337,Z,149181.38,410877.02,%2527s-Hertogenbosch%252017.jpg,Wolvenhoek,,,
's-Hertogenbosch,18,'s-Hertogenbosch 26,459…,R.K.K. H. Catrina 's-Hertogenbosch,21306,Z,148983.86,410786.53,%2527s-Hertogenbosch%252018.jpg,,,,
's-Hertogenbosch,19,'s-Hertogenbosch 29,459…,Watertoren Hinthamereinde 's-Hertogenbosch,21306,N,150148.64,411318.91,%2527s-Hertogenbosch%252019.jpg,,,,
's-Hertogenbosch,20,'s-Hertogenbosch 16,459312,Brabanthallen 's-Hertogenbosch,13332,,148477.82,412242.05,%2527s-Hertogenbosch%252020.jpg,,,,
's-Hertogenbosch,21,'s-Hertogenbosch 16,459312,Brabanthallen 's-Hertogenbosch,13332,,148477.82,412242.05,%2527s-Hertogenbosch%252021.jpg,,,,
's-Hertogenbosch,22,'s-Hertogenbosch 17,459…,Station NS 's-Hertogenbosch,13332,O,148589.12,411300.5,%2527s-Hertogenbosch%252022.jpg,,,,
's-Hertogenbosch,23,'s-Hertogenbosch 17,459…,Station NS 's-Hertogenbosch,13332,ZO,148589.12,411300.5,%2527s-Hertogenbosch%252023.jpg,,,,
's-Hertogenbosch,24,'s-Hertogenbosch 24,459…,Fort Orthen,13332,Z,149492.37,412986.75,%2527s-Hertogenbosch%252024.jpg,,,,
's-Hertogenbosch,25,'s-Hertogenbosch 23,459…,R.K.K. H. Antonius 's-Hertogenbosch,13363,ZW,149748.98,411651.96,%2527s-Hertogenbosch%252025.jpg,,,,
's-Hertogenbosch,26,'s-Hertogenbosch 23,459…,R.K.K. H. Antonius 's-Hertogenbosch,13363,NW,149748.98,411651.96,%2527s-Hertogenbosch%252026.jpg,,,,
's-Hertogenbosch,27,'s-Hertogenbosch 20,459…,Watertoren NS 's-Hertogenbosch,13394,ZW,148341.49,410742.93,%2527s-Hertogenbosch%252027.jpg,,,,
's-Hertogenbosch,28,'s-Hertogenbosch 20,459…,Watertoren NS 's-Hertogenbosch,13394,W,148341.49,410742.93,%2527s-Hertogenbosch%252028.jpg,,,,
's-Hertogenbosch,29,'s-Hertogenbosch,459204,R.K.K. St. Jan,30 mei 1894,ZO,149505.48,411029.47,%2527s-Hertogenbosch%252029.jpg,,,,
's-Hertogenbosch,30,'s-Hertogenbosch 1,459204,R.K.K. St. Jan,13028,ZW,149505.48,411029.47,%2527s-Hertogenbosch%252030.jpg,,,,
's-Hertogenbosch,31,'s-Hertogenbosch 1,459204,R.K.K. St. Jan,13028,Z,149505.48,411029.47,%2527s-Hertogenbosch%252031.jpg,,,,
's-Hertogenbosch,32,'s-Hertogenbosch ,459204,R.K.K. St. Jan,30 mei 1894,ZO,149505.48,411029.47,%2527s-Hertogenbosch%252032.jpg,,,,
's-Hertogenbosch,33,'s-Hertogenbosch 22,459…,R.K.K. H. Sacrament 's- Hertogenbosch,13332,NW,149401.27,412172.38,%2527s-Hertogenbosch%252033.jpg,Willem van Nassaulaan,,,
's-Hertogenbosch,34,'s-Hertogenbosch 22,459…,R.K.K. H. Sacrament 's- Hertogenbosch,13332,ZW,149401.27,412172.38,%2527s-Hertogenbosch%252034.jpg,Willem van Nassaulaan,,,
's-Hertogenbosch,35,'s-Hertogenbosch 24,459…,Fort Orthen,13332,Z,149492.37,412986.75,%2527s-Hertogenbosch%252035.jpg,,,,
's-Hertogenbosch,36,'s-Hertogenbosch 2,459…,Watertoren 's-Hertogenbosch,1675,W,150145.35,411313.5,%2527s-Hertogenbosch%252036.jpg,,,,
's-Hertogenbosch,37,'s-Hertogenbosch 14,459…,R.K.K. H.H. Antonius en Barbara 's-Hertogenbosch,13332,NW,150219.73,411353.15,%2527s-Hertogenbosch%252037.jpg,Graafscheweg,,,
's-Hertogenbosch,38,'s-Hertogenbosch 14,459…,R.K.K. H.H. Antonius en Barbara 's-Hertogenbosch,13332,N,150219.73,411353.15,%2527s-Hertogenbosch%252038.jpg,Graafscheweg,,,
's-Hertogenbosch,39,'s-Hertogenbosch 2,459…,Watertoren 's-Hertogenbosch,13302,ZO,150145.35,411313.5,%2527s-Hertogenbosch%252039.jpg,,,,
's-Hertogenbosch,40,'s-Hertogenbosch 2,459…,Watertoren 's-Hertogenbosch,13302,ZO,150145.35,411313.5,%2527s-Hertogenbosch%252040.jpg,,,,
's-Hertogenbosch,41,'s-Hertogenbosch 26,459…,R.K.K. H. Catharina 's-Hertogenbosch,13394,ZZW,148983.86,410786.53,%2527s-Hertogenbosch%252041.jpg,Kruisbroedershof,,,
's-Hertogenbosch,42,'s-Hertogenbosch 26,459…,R.K.K. H. Catharina 's-Hertogenbosch,13394,ZW,148983.86,410786.53,%2527s-Hertogenbosch%252042.jpg,Kruisbroedershof,,,
Sibbe,1,Houthem 9,629304,R.K.K. Sibbe,1631,ZW,185880.81,317136.31,Sibbe%2001.jpg,,,,
Siddeburen,1,Slochteren 5,70309,H.K. Siddeburen,1942,Z,253595.39,585574.53,Siddeburen%2001.jpg,,,,
Siebengewald,1,Siebengewald,460201,R.K.K. Siebengewald,1986,,204237.23,407265.32,Siebengewald%2001.jpg,,,,
Sijbekarspel,1,Sijbekarspel 1,190333,H.K. Sijbekarspel,13781,ZW,127812.19,524793.4,Sijbekarspel%2001.jpg,,,,
Silvolde,1,Silvolde 1,419204,R.K.K. Silvolde,,,223333.36,436226.52,Silvolde%2001.jpg,,,,
Silvolde,2,Silvolde 4,419204,H.K. Silvolde,,W,223405.22,436291.46,Silvolde%2002.jpg,,,,
Silvolde,3,Silvolde 4,419204,H.K. Silvolde,,ZW,223405.22,436291.46,Silvolde%2003.jpg,,,,
Silvolde,4,Silvolde 1,419204,R.K.K. Silvolde,30 mei 1895,NW,223404.65,436287.87,Silvolde%2004.jpg,,,,
Silvolde,5,Silvolde 1,419204,R.K.K. Silvolde,998,N,223404.65,436287.87,Silvolde%2005.jpg,,,,
Simonshaven,1,Simonshaven 1,379303,H.K. Simonshaven,4892,NW,79435.21,426738.03,Simonshaven%2001.jpg,,,,
Simpelveld,1,Simpelveld 4,629…,Klooster Paters van het H. Hart Simpelveld,18780,Z,197767.09,316124.35,Simpelveld%2001.jpg,,,,
Simpelveld,2,Simpelveld 2,629…,Ursulinenklooster Simpelveld,18780,ZO,197398.09,316227.72,Simpelveld%2002.jpg,,,,
Simpelveld,3,Simpelveld 3,629344,R.K.K. Simpelveld,18780,W/ZW,196894.84,316185.73,Simpelveld%2003.jpg,,,,
Sinderen,1,,419316,G.K. de Keurhorst Sinderen,,,229368.02,437678.44,Sinderen%2001.jpg,,,,
Sinderen,2,,419316,G.K. de Keurhorst Sinderen,,,229368.02,437678.44,Sinderen%2002.jpg,,,,
Sinderen,3,,419316,G.K. de Keurhorst Sinderen,,,229368.02,437678.44,Sinderen%2003.jpg,,,,
Sint Anna ter Muiden,1,St. Anna ter Muiden 1,530305,H.K. St. Anna ter Muiden,1988,,13876.96,371475.75,Sint%20Anna%20ter%20Muiden%2001.jpg,,,,
Sint Anna ter Muiden,2,St. Anna ter Muiden 1,530305,H.K. St. Anna ter Muiden,1976,,13876.96,371475.75,Sint%20Anna%20ter%20Muiden%2002.jpg,,,,
Sint Anna ter Muiden,3,St. Anna ter Muiden 1,530305,H.K. St. Anna ter Muiden,1976,,13876.96,371475.75,Sint%20Anna%20ter%20Muiden%2003.jpg,,,,
Sint Anna ter Muiden,4,St. Anna ter Muiden 1,530305,H.K. St. Anna ter Muiden,1976,,13876.96,371475.75,Sint%20Anna%20ter%20Muiden%2004.jpg,,,,
Sint Anna ter Muiden,5,St. Anna ter Muiden 1,530305,H.K. St. Anna ter Muiden,22397,,13876.96,371475.75,Sint%20Anna%20ter%20Muiden%2005.jpg,Toren,,,
Sint Anna ter Muiden,6,St. Anna ter Muiden 1,530305,H.K. St. Anna ter Muiden,,,13876.96,371475.75,Sint%20Anna%20ter%20Muiden%2006.jpg,,,,
Sint Anna ter Muiden,7,St. Anna ter Muiden 1,530305,H.K. St. Anna ter Muiden,1988,,13876.96,371475.75,Sint%20Anna%20ter%20Muiden%2007.jpg,,,,
Sint Anna ter Muiden,8,St. Anna ter Muiden 1,530305,H.K. St. Anna ter Muiden,1976,,13876.96,371475.75,Sint%20Anna%20ter%20Muiden%2008.jpg,,,,
Sint Anna ter Muiden,9,St. Anna ter Muiden 1,530305,H.K. St. Anna ter Muiden,2746,ZO,13876.96,371475.75,Sint%20Anna%20ter%20Muiden%2009.jpg,Toren,,,
Sint Annaparochie,1,Sint Anna Parochie 1,50206,H.K. Sint Annaparochie,1960,,173038.98,587847.75,Sint%20Annaparochie%2001.jpg,,,,
Sint Annaparochie,2,Sint Anna Parochie 1,50206,H.K. Sint Annaparochie,,,173038.98,587847.75,Sint%20Annaparochie%2002.jpg,,,,
Sint Annen,1,,79813,Viaduct St. Annerweg,1981,,239166.33,591349.2,Sint%20Annen%2001.jpg,,,,
Sint Annen,2,,79813,Viaduct St. Annerweg,1981,,239166.33,591349.2,Sint%20Annen%2002.jpg,,,,
Sint Anthoniepolder,1,Maasdam 4,430310,H.K. St. Anthoniepolder,,,95989.69,423528.35,Sint%20Anthoniepolder%2001.jpg,,,,
Sint Anthoniepolder,2,Maasdam 4,430310,H.K. St. Anthoniepolder,,,95989.69,423528.35,Sint%20Anthoniepolder%2002.jpg,,,,
Sint Anthonis,1,,469313,R.K.K. St. Anthonis,1973,,189297.23,404312.29,Sint%20Anthonis%2001.jpg,,,,
Sint Anthonis,2,,469313,R.K.K. St. Anthonis,,ZW,189297.23,404312.29,Sint%20Anthonis%2002.jpg,,,,
Sint Anthonis,3,,469313,R.K.K. St. Anthonis,1966,,189297.23,404312.29,Sint%20Anthonis%2003.jpg,,,,
Sint Anthonis,4,,469313,R.K.K. St. Anthonis,,ZW,189297.23,404312.29,Sint%20Anthonis%2004.jpg,,,,
Sint Benedictusberg,1,,629333,Klooster St. Benidictusberg,,,196228.3,312519.18,Sint%20Benedictusberg%2001.jpg,,,,
Sint Benedictusberg,2,,629333,Klooster St. Benidictusberg,,,196228.3,312519.18,Sint%20Benedictusberg%2002.jpg,,,,
Sint Benedictusberg,3,,629333,Klooster St. Benidictusberg,,,196228.3,312519.18,Sint%20Benedictusberg%2003.jpg,,,,
Sint Benedictusberg,4,,629333,Klooster St. Benidictusberg,,,196228.3,312519.18,Sint%20Benedictusberg%2004.jpg,,,,
Sint Benedictusberg,5,,629333,Klooster St. Benidictusberg,11135,O,196228.3,312519.18,Sint%20Benedictusberg%2005.jpg,,,,
Sint Geertruid,1,St. Geertruid 1,629326,R.K.K. St. Geertruid,11153,O,181591.71,311804.71,Sint%20Geertruid%2001.jpg,,,,
Sint Hubert,1, St. Hubert 2,469316,R.K.K. Sint Hubert,,ZW,184194.14,410019.64,Sint%20Hubert%2001.jpg,,,,
Sint Hubert,2, St. Hubert 2,469316,R.K.K. Sint Hubert,,W,184194.14,410019.64,Sint%20Hubert%2002.jpg,,,,
Sint Isodorushoeve,1,,340310,R.K.K. St. Isodorushoeve,1986,,244841.73,466291.41,Sint%20Isodorushoeve%2001.jpg,,,,
Sint Jacobiparochie,1,Sint Jacobiparochie 1,50314,H.K. St. Jacobiparochie,1960,,169412.94,587388.13,Sint%20Jacobiparochie%2001.jpg,,,,
Sint Jacobiparochie,2,Sint Jacobiparochie 1,50314,H.K. St. Jacobiparochie,1960,,169412.94,587388.13,Sint%20Jacobiparochie%2002.jpg,,,,
Sint Jacobiparochie,3,Sint Jacobiparochie 1,50314,H.K. St. Jacobiparochie,9733,ZO,169412.94,587388.13,Sint%20Jacobiparochie%2003.jpg,,,,
Sint Jacobiparochie,4,Sint Jacobiparochie 1,50314,H.K. St. Jacobiparochie,9733,ZO,169412.94,587388.13,Sint%20Jacobiparochie%2004.jpg,,,,
Sint Jansteen,1,St. Janssteen 3,559304,R.K.K. St. Jansteen,19603,ZO,61866.08,364453.61,Sint%20Jansteen%2001.jpg,,,,
Sint Joost,1,,609510,R.K.K. Sint Joost,1994,,190906.04,347655.2,Sint%20Joost%2001.jpg,,,,
Sint Kruis,1,Aardenburg 3,549305,H.K. Sint Kruis,18507,ZO,23012.83,366487.15,Sint%20Kruis%2001.jpg,,,,
Sint Kruis,2,Aardenburg 3,549305,H.K. Sint Kruis,,,23012.83,366487.15,Sint%20Kruis%2002.jpg,,,,
Sint Kruis,3,St. Kruis 1,549305,H.K. Sint Kruis,2750,ZO,23012.83,366487.15,Sint%20Kruis%2003.jpg,,,,
Sint Laurens,1,Middelburg 21,489318,H.K. Sint Laurens,,,31206.54,394796.77,Sint%20Laurens%2001.jpg,,,,
Sint Laurens,2,Middelburg 21,489318,H.K. Sint Laurens,1976,,31206.54,394796.77,Sint%20Laurens%2002.jpg,,,,
Sint Maarten,1,,149…,H.K. St. Maarten,4238,,111506.75,532116.94,Sint%20Maarten%2001.jpg,,,,
Sint Maarten,2,,149…,H.K. St. Maarten,4238,W,111506.75,532116.94,Sint%20Maarten%2002.jpg,,,,
Sint Maartensbrug,1,Zijpe 10,149310,H.K. St. Maartensbrug,,NW,110584.14,532977.33,Sint%20Maartensbrug%2001.jpg,,,,
Sint Margriete (B),1,St. Margriete (B) 2,549307,R.K.K. St. Margriete (B),19207,O,26571.37,367494.59,Sint%20Margriete%20%28B%29%2001.jpg,,,,
Sint Nicolaasga,1,Doniawerstal 4,150206,R.K.K. St. Nicolaasga,1959,W,179002.88,548535.3,Sint%20Nicolaasga%2001.jpg,,,,
Sint Nicolaasga,2,Doniawerstal 4,150206,R.K.K. St. Nicolaasga,4590,,179002.88,548535.3,Sint%20Nicolaasga%2002.jpg,,,,
Sint Odilienberg,1,St. Odiliënberg 2,589303,R.K.K. St. Odiliënberg,1952,O,197764.75,351186.98,Sint%20Odilienberg%2001.jpg,,,,
Sint Odilienberg,2,St. Odiliënberg 2,589303,R.K.K. St. Odiliënberg,,,197764.75,351186.98,Sint%20Odilienberg%2002.jpg,,,,
Sint Pancras,1,St. Pancras 1,199329,H.K. St. Pancras,13733,ZO,114370.79,519968.42,Sint%20Pancras%2001.jpg,,,,
Sint Petrusheim (Dld),1,,460302,Tehuis Dakl. Petrusheim (D.),,,205153.47,402824.09,Sint%20Petrusheim%20%28Dld%29%2001.jpg,,,,
Sint Philipsland,1,St.Philipsland 2,439305,Watertoren St. Philipsland,17715,ZW,70815.2,404034.26,Sint%20Philipsland%2001.jpg,,,,
Sint Philipsland,2,St.Philipsland 2,439305,Watertoren St. Philipsland,1973,,70815.2,404034.26,Sint%20Philipsland%2002.jpg,,,,
Sint Philipsland,3,St.Philipsland 2,439305,Watertoren St. Philipsland,,,70815.2,404034.26,Sint%20Philipsland%2003.jpg,,,,
Sint Philipsland,4,St. Philipsland 3,439…,H.K. St. Philipsland,17685,NO,70451.77,403839.17,Sint%20Philipsland%2004.jpg,,,,
Sint Philipsland,5,St. Philipsland 3,439…,H.K. St. Philipsland,1971,,70451.77,403839.17,Sint%20Philipsland%2005.jpg,,,,
Sint Pieter,1,St. Pieter 2,610…,Ingang St. Pieter,11161,NO,175935.88,448328.89,Sint%20Pieter%2001.jpg,,,,
Sint Willebrord,1,Rucphen 4,490321,R.K.K. St. Willebrord,,W,99726.11,396160.4,Sint%20Willebrord%2001.jpg,,,,
Sint Willebrord,2,t Heike St. Willebrord 2,490321,R.K.K. St. Willebrord,12601,W,99726.11,396160.4,Sint%20Willebrord%2002.jpg,,,,
Sint Willebrord,3,t Heike St. Willebrord 3,490321,R.K.K. St. Willebrord,12601,Z,99726.11,396160.4,Sint%20Willebrord%2003.jpg,,,,
Sint-Annaland,1,St. Annaland 2,439303,H.K. St. Annaland,1973,,65979.53,402043.93,Sint-Annaland%2001.jpg,,,,
Sint-Annaland,2,St. Annaland 2,439303,H.K. St. Annaland,17746,O,65979.53,402043.93,Sint-Annaland%2002.jpg,,,,
Sint-Annaland,3,St. Annaland 2,439303,H.K. St. Annaland,1973,,65979.53,402043.93,Sint-Annaland%2003.jpg,,,,
Sint-Gillis-Waas (B),1,,559…,St. Gillis-Waas (B),,,67005,359005,Sint-Gillis-Waas%20%28B%29%2001.jpg,,,,
Sintjohannesga,1,,169316,H.K. Sint Johannesga,1977,,186474.1,549482.73,Sintjohannesga%2001.jpg,,,,
Sintjohannesga,2,,169316,H.K. Sint Johannesga,1977,,186474.1,549482.73,Sintjohannesga%2002.jpg,,,,
Sint-Laureins (B),1,St. Laureins (B) 2,549…,Klooster der Zusters van de H. Kindsheid,,Z,24789.26,363018.82,Sint-Laureins%20%28B%29%2001.jpg,,,,
Sint-Laureins (B),2,St. Laureins (B) 2,549…,Klooster der Zusters van de H. Kindsheid,,,24789.26,363018.82,Sint-Laureins%20%28B%29%2002.jpg,,,,
Sint-Laureins (B),3,St. Laureins (B) 3,549304,R.K.K. Sint Laureins,,,25019.02,362983.07,Sint-Laureins%20%28B%29%2003.jpg,,,,
Sint-Laureins (B),4,St. Laureins (B) 3,549304,R.K.K. Sint Laureins,19207,,25019.02,362983.07,Sint-Laureins%20%28B%29%2004.jpg,,,,
Sint-Laureins (B),5,St. Laureins (B) 3,549304,R.K.K. Sint Laureins,19207,ZO,25019.02,362983.07,Sint-Laureins%20%28B%29%2005.jpg,,,,
Sint-Maartensdijk,1,St. Maartensdijk 2,499308,H.K. St. Maartensdijk,17746,W,64133.34,396398.04,Sint-Maartensdijk%2001.jpg,,,,
Sint-Maartensdijk,2,St. Maartensdijk 2,499308,H.K. St. Maartensdijk,17746,ZW,64133.34,396398.04,Sint-Maartensdijk%2002.jpg,,,,
Sint-Maartensdijk,3,St. Maartensdijk 2,499308,H.K. St. Maartensdijk,,,64133.34,396398.04,Sint-Maartensdijk%2003.jpg,,,,
Sint-Michielsgestel,1,St. Michielsgestel 2,459…,R.K.K. Sint-Michielsgestel,13332,ZW,152641.6,405765.66,Sint-Michielsgestel%2001.jpg,,,,
Sint-Michielsgestel,2,St. Michielsgestel 3,459…,Instituut Huize Ruwenberg,13363,W,152415.89,406600.64,Sint-Michielsgestel%2002.jpg,,,,
Sint-Michielsgestel,3,St. Michielsgestel 3,459…,Instituut Huize Ruwenberg,13363,NW,152415.89,406600.64,Sint-Michielsgestel%2003.jpg,,,,
Sint-Michielsgestel,4,St. Michielsgestel 7,459303,Gemeentehuis St. Michielsgestel,13332,Z,152463.85,405545.63,Sint-Michielsgestel%2004.jpg,,,,
Sint-Michielsgestel,5,St. Michielsgestel 7,459303,Toren St. Michielsgestel,1937,O,152436.92,405499.9,Sint-Michielsgestel%2005.jpg,,,,
Sint-Michielsgestel,6,St. Michielsgestel 7,459303,Toren St. Michielsgestel,1937,NO,152436.92,405499.9,Sint-Michielsgestel%2006.jpg,,,,
Sint-Michielsgestel,7,St. Michielsgestel 7,459303,Toren St. Michielsgestel,13332,ZO,152436.92,405499.9,Sint-Michielsgestel%2007.jpg,In restauratie,,,
Sint-Michielsgestel,8,St. Michielsgestel 7,459303,Toren St. Michielsgestel,13332,O,152436.92,405499.9,Sint-Michielsgestel%2008.jpg,In restauratie,,,
Sint-Michielsgestel,9,St. Michielsgestel 4,459…,R.K. Instituut voor doofstommen,13394,ZW,152018.91,405881.65,Sint-Michielsgestel%2011.jpg,,,,
Sint-Michielsgestel,10,St. Michielsgestel 4,459…,R.K. Instituut voor doofstommen,13394,ZO,152018.91,405881.65,Sint-Michielsgestel%2010.jpg,,,,
