Plaats,Volgnummer,Puntnaam,Puntnummer,Omschrijving,datum,richting vanuit,X,Y,Picture,Opmerkingen,Personen,Voertuigen,Nakijken
Amersfoort,8,Amersfoort 27,329...,"R.K.K. H. Franciscus Xaverius, 't Zand",,ZO,155031.84,463359.63,Amersfoort%2008.jpg,,,,
Amersfoort,9,Amersfoort 28,329X12,Chr. Nat. School Kruiskamp,,ZW,155557.73,463683.14,Amersfoort%2009.jpg,"Wijkcentrum ""De  Roef""",,,
Amersfoort,10,Amersfoort 12,329X16,R.H.B.S.,,NW,153693.8,462494.05,Amersfoort%2010.jpg,,,x,
Amersfoort,11,Amersfoort 11,329X17,Retraitehuis St. Alphonsus,,ZO,152527.15,462620.73,Amersfoort%2011.jpg,,,,
Amersfoort,12,Amersfoort 10,329342,Van Lodenstein Scholengemeenschap,,,152590.12,461093.1,Amersfoort%2012.jpg,,,,
Amersfoort,13,Amersfoort 10,329342,Van Lodenstein Scholengemeenschap,,,152590.12,461093.1,Amersfoort%2013.jpg,,,,
Amersfoort,14,Amersfoort 14,329322,R.K.K. Paulus Borstraat,,ZW,153991.85,463311.18,Amersfoort%2014.jpg,,,,
Amersfoort,15,Amersfoort 14,329322,R.K.K. Paulus Borstraat,,ZO,153991.85,463311.18,Amersfoort%2015.jpg,,,,
Amersfoort,16,Amersfoort 5,329X25,Kapel O.L.V. Begraafplaats,,,154650.78,462509.38,Amersfoort%2016.jpg,,,,
Amersfoort,17,Amersfoort 22,329...,Sportfondsenbad Bisschopsweg,,N,155510.22,462508.28,Amersfoort%2017.jpg,,,,
Amersfoort,18,Amersfoort 20,329...,Gemeentereiniging N. Schoorsteen,,ZO,154212.48,463994.9,Amersfoort%2018.jpg,Verbrandingsoven ongeveer 1971 gesloten,,,
Amersfoort,19,Amersfoort 21,329X13,Openluchtschool Hobbemastraat,,ZO,155259.99,462025.44,Amersfoort%2019.jpg,,,,
Amersfoort,20,Amersfoort 19,329322,G.K. Lingestraat,,O,153991.85,463311.18,Amersfoort%2020.jpg,,,,
Amersfoort,21,Amersfoort 18,329X07,"Fabriek Van Vollenhoven, Groote Koppel",,Z,154748.5,463596.05,Amersfoort%2021.jpg,,,,
Amersfoort,22,Amersfoort 17,329...,Rijksopvoedingsgesticht Utrechtseweg,,Z,153209.77,461639,Amersfoort%2022.jpg,,,,
Amersfoort,23,Amersfoort 16,329315,Gesticht Zon en Schild Lichtenberg,,,151752.54,460700.15,Amersfoort%2023.jpg,,,,
Amersfoort,24,Amersfoort 23,329353,Pompstation Hoge Weg 205,,W,156857.78,463483.42,Amersfoort%2024.jpg,,,,
Amersfoort,25,Amersfoort 15 ,329...,"Pensionaat O.L.Vr. ter Eem, Daan Fockemalaan",,,152654.21,461906.19,Amersfoort%2025.jpg,,,,
Amersfoort,26,Amersfoort 24,329...,R.K. Kapel Plantsoen Oost,,ZO,155387.01,462898.54,Amersfoort%2026.jpg,Augustijnenklooster ,,,
Ammerstol,1,Ammerstol 1,389X21,H.K. Ammerstol,14 mei 1913,O,115240.7,437769.17,Ammerstol%2001.jpg,,,,
Ammerzoden,1,Ammerzoden 1,459207,R.K.K. Ammerzoden,1953,Z,143791.57,417804.85,Ammerzoden%2001.jpg,,,,
Ammerzoden,2,Ammerzoden 1,459207,R.K.K. Ammerzoden,augustus 1935,ZW,143791.57,417804.85,Ammerzoden%2002.jpg,Deze toren is in de Tweede wereldoorlog opgeblazen,,,
Ammerzoden,3,Ammerzoden 1,459207,R.K.K. Ammerzoden,13 juni 1905,NO,143791.57,417804.85,Ammerzoden%2003.jpg,Deze toren is in de Tweede wereldoorlog opgeblazen,,,
Ammerzoden,4,Ammerzoden 1,459207,R.K.K. Ammerzoden,augustus 1935,ZO,143791.57,417804.85,Ammerzoden%2004.jpg,Deze toren is in de Tweede wereldoorlog opgeblazen,,,
Ammerzoden,5,Ammerzoden 2,459...,Alleenstaande toren,,W,143908.6,418060.37,Ammerzoden%2005.jpg,,,,
Ammerzoden,6,Ammerzoden 9,459X20,Steen aan dijk Well- Nederhemert,,ZO,141311,418824.54,Ammerzoden%2006.jpg,,,,
Ammerzoden,7,Ammerzoden 11,459...,Steen bij kadaverhuisje,,ZW,143826.43,419454.9,Ammerzoden%2007.jpg,voertuig kenteken HZ-87297,x,x,
Ammerzoden,8,Ammerzoden 13,459...,alleenstaande toren,1948,W,143908.6,418060.37,Ammerzoden%2008.jpg,,,,
Ammerzoden,9,Ammerzoden 6,459...,Kapel Clarissenklooster Ammerzoden,,WZW,144089.65,418104.83,Ammerzoden%2009.jpg,,,,
Amstelveen,1,Amstelveen 2,259...,Raadhuis Amstelveen,24 juli 1917,Z,118088.36,479393.54,Amstelveen%2001.jpg,,,,
Amstelveen,2,Amstelveen 3,259...,G.K. Amstelveen,20 juli 1917,O,117950.7,478654.72,Amstelveen%2002.jpg,,,,
Amstelveen,3,Amstelveen 4,259305,R.K. Annakerk Amstelveen,12 juni 1931,ZO,118156.44,479761.61,Amstelveen%2003.jpg,,,,
Amstelveen,4,Amstelveen 1,259202,R.K.K. Bovenkerk Amstelveen,25 juli 1908,Z,117238.84,478571.4,Amstelveen%2004.jpg,,,,
Amstelveen,5,Amstelveen 5,259...,H.K. Amstelveen,13 juni 1931,W,118152.66,479527.25,Amstelveen%2005.jpg,,,,
Amstenrade,1,Amstenrade 2,609X17,Kasteel d' Ansembourg,juni 1951,ZW,192853.08,327941.74,Amstenrade%2001.jpg,,,,
Amstenrade,2,Amstenrade 1,609...,R.K.K. Amstenrade,juni 1951,W,193015.2,327864.51,Amstenrade%2002.jpg,coördinaten Noordelijke spits,,,
Amsterdam,1,Amsterdam 40,259X50,Kapel RK begraafplaats H. Barbara,28 juli 1915,W,119369.92,489397.67,Amsterdam%2001.jpg,,,,
Amsterdam,2,Amsterdam 48,259X50, gemeente-archief Amsteldijk,03-Sep-15,N,122292.17,485158.07,Amsterdam%2002.jpg,,,,
Amsterdam,3,,250336,Voorm. G.E.B. centrale Noord,,,121948.36,490069.72,Amsterdam%2003.jpg,,,,
Amsterdam,4,Amsterdam 58,250X32,Blooker' s cacaofabriek Weesperzijde,07-Sep-15,ZO,122906.94,484250.38,Amsterdam%2004.jpg,,,,
Amsterdam,5,Amsterdam 52,259X66,Strafgevangenis Amstelveenseweg,16-Sep-15,Z,118812.04,484813.33,Amsterdam%2005.jpg,,,,
Amsterdam,6,Amsterdam 66,250203,Watertoren Zuider gasfabriek,11-Sep-15,W,122905.24,483489.2,Amsterdam%2006.jpg,,,,
Amsterdam,7,Amsterdam 1,250111,H.K. Westertoren,mei 1950,W,120698.12,487525.79,Amsterdam%2007.jpg,,,x,
Amsterdam,8,Amsterdam 1,250111,H.K. Westertoren,mei 1950,ZW,120698.12,487525.79,Amsterdam%2008.jpg,,,,
Amsterdam,9,Amsterdam 125,259325,Centrale Hemweg Amsterdam,,,118150.67,491002.12,Amsterdam%2009.jpg,,,,
Amsterdam,10,Amsterdam 127,259307,R.K.K. Amsterdam Kalfjeslaan,1983,,118954.51,481715.77,Amsterdam%2010.jpg,,,,
Amsterdam,11,Amsterdam 127,259307,R.K.K. Amsterdam Kalfjeslaan,,,118954.51,481715.77,Amsterdam%2011.jpg,,,,
Amsterdam,12,Amsterdam 75,250…,"R.K.K. H. Thomas van Aquino, Rijnstraat",,,122211.24,484221.65,Amsterdam%2012.jpg,,,,
Amsterdam,13,Amsterdam 56,259X74,Indoor verlichtingsind. Sloterkade,18-Sep-15,ZW,118481.73,484821.89,Amsterdam%2013.jpg,,,,
Amsterdam,14,Amsterdam 31,250X41,Muiderpoort,26 augustus 1915,Z,123141.16,486307.67,Amsterdam%2014.jpg,,,,
Amsterdam,15,Amsterdam 65,250X62,Kapel St. Joannesschool Rustenburgerstraat,02-Sep-15,NW,121710.09,485074.31,Amsterdam%2015.jpg,,,,
Amsterdam,16,Amsterdam 62,250...,Watertoren Handelskade Oost,23 augustus 1915,N,124561.48,487418.58,Amsterdam%2016.jpg,,,,
Amsterdam,17,Amsterdam 63,250X26,Watertoren Broodfabriek 'Holland' Zoutkeetsgracht,29 juli 1915,ZO,121077.25,489084.59,Amsterdam%2017.jpg,,,,
Amsterdam,18,Amsterdam 61,250X61,Watertoren Handelskade Midden,19 augustus 1915,NW,123857.95,487564.5,Amsterdam%2018.jpg,,,,
Amsterdam,19,Amsterdam 60,250X30,Watertoren Handelskade West,18 augustus 1915,ZW,122783,487927.68,Amsterdam%2019.jpg,,,,
Amsterdam,20,,250803,Brandweerkazerne IJdoornlaan,,,125578.01,489907.77,Amsterdam%2020.jpg,,,,
Amsterdam,21,Amsterdam 66,250203,Watertoren Zuider gasfabriek,,,122905.24,483489.2,Amsterdam%2021.jpg,,,,
Amsterdam,22,,250333,Ac. Med. Centrum Amsterdam,,,125799.19,478622.18,Amsterdam%2022.jpg,,,,
Amsterdam,23,,250333,Ac. Med. Centrum Amsterdam,,,125799.19,478622.18,Amsterdam%2023.jpg,,,,
Amsterdam,24,Amsterdam 34,250314,R.K.K. Amsterdam Kastanjeplein (H. Bonifatiuskerk),,,123350.98,485709.11,Amsterdam%2024.jpg,,,,
Amsterdam,25,Amsterdam 67,259X47,Valeriusterras Pieter Lastmankade,,ZO,119360.24,484909.11,Amsterdam%2025.jpg,,,,
Amsterdam,26,Amsterdam 9,250X47,R.K.K. Amsterdam Prins Hendrikkade (St. Nicolaaskerk),29-Apr-31,N,121907.24,487722.29,Amsterdam%2026.jpg,,,,
Amsterdam,27,Amsterdam 8,250X36,H.K. Oude Kerk Amsterdam,12 mei 1931,O,121656.56,487499.86,Amsterdam%2027.jpg,,,,
Amsterdam,28,Amsterdam 6,250805,H.K. Oranjekerk van Ostadestraat,6 oktober 1908,W,121466.36,485094.46,Amsterdam%2028.jpg,,,,
Amsterdam,29,Amsterdam 3,250X56,R.K.K. Spaarndammerstraat (H. Maria Magdalenakerk),10-Sep-08,O,120514.94,488946.97,Amsterdam%2029.jpg,,,,
Amsterdam,30,Amsterdam 105,250314,O.L.V. Gasthuis Oosterparkstraat,,,122849.1,485703.17,Amsterdam%2030.jpg,,,,
Amsterdam,31,Amsterdam 47,259X57,Politiebureau Raampoort Marnixstraat,21-Apr-31,ZO,120182.45,487428.11,Amsterdam%2031.jpg,,,,
Amsterdam,32,Amsterdam 68,250X50,3e Ambachtschool Borneostraat,,W,124235.33,486455.54,Amsterdam%2032.jpg,,,,
Amsterdam,33,Amsterdam 69,259X43,Mercatorplein,,NNO,118456.15,486911.83,Amsterdam%2033.jpg,,,,
Amsterdam,34,Amsterdam 50,250X27,Watertoren Watergraafsmeer,8 mei 1931,Z,125055.12,485062.5,Amsterdam%2034.jpg,,,,
Amsterdam,35,Amsterdam 2,259...,Watertoren Sloten,7 oktober 1908,O,118565.82,485360.58,Amsterdam%2035.jpg,foto nr 458 Rijks commissie,,,
Amsterdam,36,Amsterdam 94,259X40,G.K. Bethelkerk (Vasco da Gamastraat),,ZZO,122755.31,486799.04,Amsterdam%2036.jpg,,,,
Amsterdam,37,Amsterdam 78,250X43,R.K.K. Rozenkranskerk (Jac. Obrechtstraat),5 mei 1931,O,120110.07,485465.24,Amsterdam%2037.jpg,,,,
Amsterdam,38,Amsterdam 100,259X83,Begraafplaats Vredenhof Haarlemmerweg,23-Apr-31,NW,119228.15,488655.77,Amsterdam%2038.jpg,,,,
Amsterdam,39,Amsterdam 4,250318,KNMI hoofdtoren Amsterdam,18-Sep-08,,122712.61,487922.04,Amsterdam%2039.jpg,,,,
Amsterdam,40,Amsterdam 83,250316,H.K. Elthetokerk Javaplantsoen,06-Apr-31,NW,124897.46,486121.83,Amsterdam%2040.jpg,,,,
Amsterdam,41,Amsterdam 7,250317,H.K. Zuiderkerk,11 mei 1931,Z,121791.51,487032.35,Amsterdam%2041.jpg,,,,
Amsterdam,42,Amsterdam 1,250111,H.K. Westertoren,11-Sep-09,ZO,120698.12,487525.79,Amsterdam%2042.jpg,,,,
Amsterdam,43,Amsterdam 71,250X64,Ergon Amsteldijk,,Z,122643.86,484195.68,Amsterdam%2043.jpg,,,,
Amsterdam,44,Amsterdam 106,259X44,R.K.K. Amstelveenseweg (H. Agnes),11 oktober 1932,W,118925.2,484817.01,Amsterdam%2044.jpg,,,,
Amsterdam,45,Amsterdam 89,250X33,"RK Lyceum, Hobbemakade",16 mei 1931,O,120861.67,485413.46,Amsterdam%2045.jpg,,,,
Amsterdam,46,Amsterdam 12,259313,R.K.K. Jac. V. Lennepkade H. Vinc. à Paolokerk),13 mei 1931,NW,119241.91,486188.47,Amsterdam%2046.jpg,,,,
Amsterdam,47,Amsterdam 64,250X28,Rijksadministratiegebouw Droogbak,27-Apr-31,ZO,121425.38,488194.17,Amsterdam%2047.jpg,,,,
Amsterdam,48,Amsterdam 59,250X59,Gemeentelijk abbatoir Crucquiusweg,30-Apr-31,ZO,124356.37,486763.43,Amsterdam%2048.jpg,,,,
Amsterdam,49,Amsterdam 5,250804,H.K. Muiderkerk Linnaeusstraat,29-Sep-08,W,123475.75,486079.34,Amsterdam%2049.jpg,,,,
Amsterdam,50,Amsterdam 73,250313,RK Vredeskerk Pijnackerstraat,15 mei 1931,W,121092.45,484772.77,Amsterdam%2050.jpg,,,,
Amsterdam,51,Amsterdam 16,250X35,H.K. Koepelkerk Stadhouderskade,mei 1931,ZO,120452.07,486175.39,Amsterdam%2051.jpg,,,,
Amsterdam,52,Amsterdam 19,250X53,H.K. Noorderkerk Noordermarkt,24-Apr-31,ZO,120902.87,488095.26,Amsterdam%2052.jpg,,,,
Amsterdam,53,Amsterdam 23,250X55,De Krijtberg. R. C. K. H. Franc. Xaverius,4 mei 1931,NO,121018.33,486793.22,Amsterdam%2053.jpg,,,,
Amsterdam,54,Amsterdam 36,250X72,De Liefde. R. C. K. H. H. Nicolaas en Barbara. Bilderdijkstraat,22-Apr-31,W,119900.32,487237.33,Amsterdam%2054.jpg,,,,
Amsterdam,55,Amsterdam 70,250315,R.K.K. H.H. Martelaren van Gorkum Linnaeushof,,NW,124084.7,485126.61,Amsterdam%2055.jpg,,,,
Amsterdam,56,Amsterdam 20,230808,H.K. Oosterkerk Wittenburgergracht,30-Apr-31,ZO,123133.8,487003.55,Amsterdam%2056.jpg,,,,
Amsterdamscheveld,1,"Amsterdamscheveld 5, Emmen 42",220309,Turfstrooiselfabriek,,Z,258418.28,523316.53,Amsterdamscheveld%2001.jpg,,,,
Andel,1,Andel (N.Br) 2,440...,H.K. Blauwe kerk,,O,132555.85,421533.26,Andel%2001.jpg,,,,
Andel,2,Andel (N.Br) 3,440208,Alleen staande toren Andel (Romboutstoren),,,131975.37,421748.48,Andel%2002.jpg,,,,
Andel,3,Andel (N.Br) 3,440208,Alleen staande toren Andel (Romboutstoren),,ZW,131975.37,421748.48,Andel%2003.jpg,,,,
Andel,4,Andel (N.Br) 3,440208,Alleen staande toren Andel (Romboutstoren),1980,,131975.37,421748.48,Andel%2004.jpg,,,,
Andelst,1,Andelst 1,390325,H.K. Andelst,,,178455.92,435299.41,Andelst%2001.jpg,,,,
Andelst,2,Andelst 1,390325,H.K. Andelst,,,178455.92,435299.41,Andelst%2002.jpg,,,,
Andelst,3,Andelst 1,390325,H.K. Andelst,,Z,178455.92,435299.41,Andelst%2003.jpg,,,,
Andelst,4,Andelst 1,390325,H.K. Andelst,,NW,178455.92,435299.41,Andelst%2004.jpg,,,,
Andijk,1,Andijk 3,159...,G.K. hersteld verband Andijk,26 mei 1937,W,143874.51,528754.25,Andijk%2001.jpg,,,,
Andijk,2,Andijk 1,159301,H.K. Andijk,4 mei 1939,W,141222.52,528347.47,Andijk%2002.jpg,,,,
Andijk,3,Andijk 1,159301,H.K. Andijk,4 mei 1939,W,141222.52,528347.47,Andijk%2003.jpg,,,,
Angeren,1,Angeren 1,409322,R.K.K. Angeren,24-Sep-13,ZO,194542.47,436678.04,Angeren%2001.jpg,,,,
Angeren,2,Angeren 2,409X40,H.K. Angeren,24-Sep-13,W,194649.62,436654.94,Angeren%2002.jpg,,,,
Angeren,3,Bemmel 5,409322,R.K.K. Angeren,1954,OZO,194542.47,436678.04,Angeren%2003.jpg,,,,
Angeren,4,Bemmel 5,409322,R.K.K. Angeren,,O,194542.47,436678.04,Angeren%2004.jpg,Kerk in puin,,,
Angerlo,1,Angerlo 1,400…,H.K. Angerlo,,,206412.17,445552.76,Angerlo%2001.jpg,,,,
Anjum,1,Anjum 1,60207,H.K. Anjum,1973,,204044.88,598967,Anjum%2001.jpg,,,,
Anjum,2,Anjum 1,60207,H.K. Anjum,9 juni 1925,ZO,204044.88,598967,Anjum%2002.jpg,,,,
Ankeveen,1,Ankeveen 1,250X31,G.K. Ankeveen,4 juni 1913,ZO,135223.17,475042.36,Ankeveen%2001.jpg,,,,
Ankeveen,2,Ankeveen 2,250302,R.K.K. Ankeveen,17 juli 1931,ZW,135286.92,475271.85,Ankeveen%2002.jpg,,,,
Anloo,1,Anloo 5,120305,H.K. Anloo,,,242896.9,562601.95,Anloo%2001.jpg,,,,
Anloo,2,Anloo 5,120305,H.K. Anloo,1973,,242896.9,562601.95,Anloo%2002.jpg,,,,
Anna Jacobapolder,1,,439317,G.K. Anna Jacobapolder,1971,,67729.95,406337.37,Anna%20Jacobapolder%2001.jpg,,,,
Anna Jacobapolder,2,,439317,G.K. Anna Jacobapolder,1971,,67729.95,406337.37,Anna%20Jacobapolder%2002.jpg,,,,
Anna Paulowna,1,Anna Paulowna 8,149318,R.K.K. Anna Paulowna,,N,116420.6,542344.57,Anna%20Paulowna%2001.jpg,,,,
Anna Paulowna,2,Anna Paulowna 1,149206,H.K. Anna Paulowna,1972,,117716.54,541741.81,Anna%20Paulowna%2002.jpg,,,,
Anna Paulowna,3,Anna Paulowna 1,149206,H.K. Anna Paulowna,5 juli 1912,,117716.54,541741.81,Anna%20Paulowna%2003.jpg,,,,
Annerveenschekanaal,1,Anloo 2,120306,H.K. Annerveenschekanaal,,,249920.76,566488.89,Annerveenschekanaal%2001.jpg,,,,
Antwerpen (B),1,,559102,O.L. Vrouwetoren Antwerpen,13 juni 1905,,86075.18,359462.86,Antwerpen%20%28B%29%2001.jpg,,,,
Antwerpen (B),2,,559102,O.L. Vrouwetoren Antwerpen,1987,,86075.18,359462.86,Antwerpen%20%28B%29%2002.jpg,,,,
Antwerpen (B),3,,559102,O.L. Vrouwetoren Antwerpen,1987,,86075.18,359462.86,Antwerpen%20%28B%29%2003.jpg,,,,
Apeldoorn,31,Apeldoorn 1,339207,H.K. Loolaan Apeldoorn,10 juli 1906,,193801.24,470401.66,Apeldoorn%2031.jpg,,,,
Apeldoorn,1,Apeldoorn 9,339...,H.K. Apeldoorn Arnhemseweg,,NW,194503.13,468988.9,Apeldoorn%2001.jpg,gesloopt in 1988,,,
Apeldoorn,2,Apeldoorn 15,339...,H.K. Kapel Asselsestraat,,NW,193232.27,469194.33,Apeldoorn%2002.jpg,,,,
Apeldoorn,3,Apeldoorn 10,339...,G.K. Apeldoorn Brinklaan,,Z,194241.67,469461.26,Apeldoorn%2003.jpg,gesloopt in 1980,,,
Apeldoorn,4,Apeldoorn 14,339...,R.K.K. Arnhemseweg,,ZW,194422.28,467340.09,Apeldoorn%2004.jpg,,,,
Apeldoorn,5,Apeldoorn 54,339...,Papierfabriek Brouwersmolenweg,,NW,192981.42,467896,Apeldoorn%2005.jpg,,,,
Apeldoorn,6,Apeldoorn 17,339325,Julianakerk Apeldoorn Deventerstraat,,,195496.35,469860.51,Apeldoorn%2006.jpg,,,,
Apeldoorn,7,"Apeldoorn 2, 48",339X17,G.K. Apeldoorn Loolaan,10-Nov-21,ZO,193598.84,470778.5,Apeldoorn%2007.jpg,,,,
Apeldoorn,8,Apeldoorn 7,339327,R.K.K. Zilverschoon Apeldoorn,,,195800.33,470821.05,Apeldoorn%2008.jpg,,,,
Apeldoorn,9,Apeldoorn 7,339327,R.K.K. Zilverschoon Apeldoorn,,Z,195800.33,470821.05,Apeldoorn%2009.jpg,,,,
Apeldoorn,10,Apeldoorn 18,339328,De Wellen Deventerstraat,,W,197649.14,471150.62,Apeldoorn%2010.jpg,,,,
Apeldoorn,11, Apeldoorn 45,339329,H.K. Apeldoorn Beemterweg,,Z,195758.09,474176.75,Apeldoorn%2011.jpg,,,,
Apeldoorn,12,Apeldoorn 17,339325,H.K. Julianakerk Apeldoorn Deventerstraat,mei 1958,ZW,195496.35,469860.51,Apeldoorn%2012.jpg,,,,
Apeldoorn,13,Apeldoorn 17,339325,H.K. Julianakerk Apeldoorn Deventerstraat,,ZO,195496.35,469860.51,Apeldoorn%2013.jpg,,,,
Apeldoorn,14,Apeldoorn 17,339325,H.K. Julianakerk Apeldoorn Deventerstraat,,,195496.35,469860.51,Apeldoorn%2014.jpg,,,,
Apeldoorn,15,Apeldoorn 6,339321,Kazerne Koning Willem III  ,,O,191795.43,468309.41,Apeldoorn%2015.jpg,,,,
Apeldoorn,16,Apeldoorn 17,339325,Julianakerk Apeldoorn Deventerstraat,1974,,195496.35,469860.51,Apeldoorn%2016.jpg,,,,
Apeldoorn,17,Apeldoorn 8,339322,Zuiderkerk Apeldoorn Arnhemseweg,,ZO,194141.11,468601.89,Apeldoorn%2017.jpg,,,,
Apeldoorn,18,Apeldoorn 3,339324,R.K.K. Apeldoorn Hoofdstraat,09-Nov-21,ZO,194629.53,469363.42,Apeldoorn%2018.jpg,,,,
Apeldoorn,19,Apeldoorn 13,339803,Klooster Caesarea Apeldoorn,,ZO,190968.41,465277.77,Apeldoorn%2019.jpg,,,,
Apeldoorn,20,Apeldoorn 46,339332,Julianatoren Amersfoortseweg,,O,191167.06,471201.36,Apeldoorn%2020.jpg,,,,
Apeldoorn,21,Apeldoorn 37,339...,School Molenstraat,,NO,195504.8,469486.05,Apeldoorn%2021.jpg,,,,
Apeldoorn,22,Apeldoorn 36,339...,Oranje Nassauschool Zanderijweg,,NO,192870.76,469016.2,Apeldoorn%2022.jpg,,,,
Apeldoorn,23,Apeldoorn 43,339...,Fabriek Stinkmolen,,ZO,195033.55,471928.78,Apeldoorn%2023.jpg,gesloopt tussen 1937 en 1939,,,
Apeldoorn,24,Apeldoorn 42,339X02,Slachthuis Welgelegen,,Z,194993.88,469711.83,Apeldoorn%2024.jpg,gesloopt in 1988,,,
Apeldoorn,25,Apeldoorn 41,339...,Villa Talens Deventerstraat 39,,O,194675.5,470054.26,Apeldoorn%2025.jpg,,,,
Apeldoorn,26,Apeldoorn 38,339...,Verffabriek Kanaal-Zuid,,Z,195558.16,467597.13,Apeldoorn%2026.jpg,Thans BASF Kanaal; Zuid 106-108,,,
Apeldoorn,27,Apeldoorn 38,339...,Verffabriek Kanaal-Zuid,,Z,195558.16,467597.13,Apeldoorn%2027.jpg,Thans BASF Kanaal; Zuid 106-108,,,
Apeldoorn,28,Apeldoorn 5,339304,Politieschool Arnhemseweg,,NO,194126.56,466896.19,Apeldoorn%2028.jpg,,,,
Apeldoorn,29,Apeldoorn 17,339325,H.K. Julianakerk Deventerstraat,1974,,195496.35,469860.51,Apeldoorn%2029.jpg,,,,
Apeldoorn,30,Apeldoorn 4,339…,Raadhuis Apeldoorn,11 augustus 1921,W,194354.53,469808.81,Apeldoorn%2030.jpg,,,,
Appelscha,1,Ooststellingwerf 17,129301,H.K. Nieuw-Appelscha,,,220260.62,552246.64,Appelscha%2001.jpg,,,,
Appelscha,2,Ooststellingwerf 17,129301,H.K. Nieuw-Appelscha,,NO,220260.62,552246.64,Appelscha%2002.jpg,,,,
Appelscha,3,,110101,Steen RD Boschberg Appelscha,1269,,219125.74,552002.69,Appelscha%2003.jpg,Boschberg,,,
Appelthern,1,Appeltern 2,390310,R.K.K. Appeltern,1974,,168676.58,426972.18,Appeltern%2001.jpg,,,,
Appelthern,2,Appeltern 2,390310,R.K.K. Appeltern,1974,,168676.58,426972.18,Appeltern%2002.jpg,,,,
Appelthern,3,Appeltern 2,390310,R.K.K. Appeltern,,ZW,168676.58,426972.18,Appeltern%2003.jpg,,,,
Appingedam,1,Appingedam 1,70322,H.K. Appingedam,mei 1959,NW,252969.09,593625.25,Appingedam%2001.jpg,,,,
Appingedam,2,Appingedam 1,70322,H.K. Appingedam,juli 1950,W,252969.09,593625.25,Appingedam%2002.jpg,,,,
Appingedam,3,Appingedam 1,70322,H.K. Appingedam,,W,252969.09,593625.25,Appingedam%2003.jpg,,,,
Arcen,1,Arcen en Velden 6,520...,Bierbrouwerij de Vriendenkring,1949,Z,209610.6,388851.28,,,,,
Arcen,2,,520304,Missiehuis St. Paul (recreatiecentrum Klein Vink),,,210330.16,390032.76,,,,,
Arendonk (B),1,Arendonk 1,560111,R.K.K. Arendonk,1980,,133968.26,370119.09,Arendonk%20%28B%29%2001.jpg,,,,
Arkel,1,Arkel 2,380308,H.K. Arkel,4 juli 1917,O,127783.49,429240.67,Arkel%2001.jpg,,,,
Arkel,2,Arkel 2,380308,H.K. Arkel,mei 1963,,127783.49,429240.67,Arkel%2002.jpg,,,,
Arnemuiden,1,Arnemuiden 4,489802,Mosselfabriek van Philips,8 juli 1946,N,35184.36,391385.51,Arnemuiden%2001.jpg,,,,
Arnemuiden,2,Arnemuiden 1,489315,H.K. Arnemuiden,augustus 1939,Z,36030.55,391555.53,Arnemuiden%2002.jpg,,,,
Arnhem,41,Arnhem 4 ,409344,Watertoren Stenen Tafel,,ZW,191880.67,446058.11,Arnhem%2041.jpg,,,,
Arnhem,1,Arnhem 39,409X24,Steenfabriek Rosande Klingelbeekscheweg,,NO,188353.87,443539.55,Arnhem%2001.jpg,,,,
Arnhem,2,Arnhem 38,409X12,"H.K. Hulpkerk Zuid, Salvatorplein",,W,190662.16,442271.89,Arnhem%2002.jpg,,,,
Arnhem,3,Arnhem 28,409...,"Heidemij, Apeldoornscheweg",,ZW,190869,444928.77,Arnhem%2003.jpg,,,,
Arnhem,4,Arnhem 36,409...,N.V. AKU,,W,193251.84,442228.8,Arnhem%2004.jpg,,,,
Arnhem,5,Arnhem 34,409X23,Watertoren Arnhem Deelenscheweg,,ZO,189233.17,450204.92,Arnhem%2005.jpg,,,,
Arnhem,6,Arnhem 37,409X33,R.K.K. Huissensestraat,1947,O,190929.56,442158.78,Arnhem%2006.jpg,,,,
Arnhem,7,Arnhem 30,409...,"R.K.K. H. Martinus,  Steenstraat",,Z,191249.13,444041.58,Arnhem%2007.jpg,,,,
Arnhem,8,Arnhem 32,409...,"Pompstation Arnhemse Waterleiding, Amsterdamsche straatweg",,ZO,186138.73,446841.78,Arnhem%2008.jpg,,,,
Arnhem,9,Arnhem 27,409...,H.K. St. Jansplein,,NW,190741.7,443945.56,Arnhem%2009.jpg,,,,
Arnhem,10,Arnhem 10,409X39,Gemeentemuseum Utrechtseweg,1945,ZO,189688.59,444227.73,Arnhem%2010.jpg,Schade aan gebouw ,,,
Arnhem,11,Arnhem 17,409...,Lutherse kerk Spoorwegstraat,,O,191160.66,444148.36,Arnhem%2011.jpg,,,,
Arnhem,12,Arnhem 16,409...,Remonstr. kerk Rietsteeg,,NW,191404.14,443401.17,Arnhem%2012.jpg,,,,
Arnhem,13,Arnhem 15,409...,G.K. Rietgrachtstraat,,O,191457.3,443609.54,Arnhem%2013.jpg,,,,
Arnhem,14,Arnhem 10,409X39,"Gemeentemuseum, Utrechtseweg",oktober 1950,O,189688.59,444227.73,Arnhem%2014.jpg,,,,
Arnhem,15,Arnhem 18,409...,"Levensverzekerings Maatschappij Vesta, Jansboutensingel",,ZO,190655.11,444149.44,Arnhem%2015.jpg,,,,
Arnhem,16,Arnhem 14,409...,"Apostolische Kerk, Johan de Wittlaan",,O,191721.27,443450.54,Arnhem%2016.jpg,,,,
Arnhem,17,Arnhem 14,409...,"Apostolische Kerk, Johan de Wittlaan",,O,191721.27,443450.54,Arnhem%2017.jpg,,,,
